Chromosome	Begin	End	Size	Direction	Feature
chrXV	243772	247077	3305	+	PSK2
chrXV	247078	247424	346	NA	>PSK2_>PEX15
chrXV	247425	248576	1151	+	PEX15
chrXV	248577	248666	89	NA	>PEX15_<NTG2
chrXV	248667	249809	1142	-	NTG2
chrXV	249810	250099	289	NA	<NTG2_>NGL1
chrXV	250100	251191	1091	+	NGL1
chrXV	251192	251541	349	NA	>NGL1_<NOP12
chrXV	251542	252921	1379	-	NOP12
chrXV	252922	253423	501	NA	<NOP12_<RPS15
chrXV	253424	253852	428	-	RPS15
chrXV	253853	254571	718	NA	<RPS15_>RPP2A
chrXV	254572	254892	320	+	RPP2A
chrXV	254893	255611	718	NA	>RPP2A_>PRE6
chrXV	255612	256376	764	+	PRE6
chrXV	256377	257019	642	NA	>PRE6_>YOL036W
chrXV	257020	259305	2285	+	YOL036W
chrXV	259306	260197	891	NA	>YOL036W_>SMC5
chrXV	260198	263479	3281	+	SMC5
chrXV	263480	263749	269	NA	>SMC5_>MSE1
chrXV	263750	265360	1610	+	MSE1
chrXV	265361	265703	342	NA	>MSE1_>OPI10
chrXV	265704	266444	740	+	OPI10
chrXV	266445	266538	93	NA	>OPI10_<SIL1
chrXV	266539	267804	1265	-	SIL1
chrXV	267805	268461	656	NA	<SIL1_>GAS5
chrXV	268462	269916	1454	+	GAS5
chrXV	269917	270089	172	NA	>GAS5_<unannotated
chrXV	270090	270695	605	-	unannotated
chrXV	270696	270907	211	NA	<unannotated_<YAP7
chrXV	270908	271645	737	-	YAP7
chrXV	271646	272277	631	NA	<YAP7_<MDM38
chrXV	272278	273999	1721	-	MDM38
chrXV	274000	274286	286	NA	<MDM38_<MIM1
chrXV	274287	274628	341	-	MIM1
chrXV	274629	274947	318	NA	<MIM1_>tS(GCU)O
chrXV	274948	274985	82	+	tS(GCU)O
chrXV	274986	275002	16	NA	>tS(GCU)O_intron_>tS(GCU)O
chrXV	275003	275048	82	+	tS(GCU)O
chrXV	275049	275231	182	NA	>tS(GCU)O_>LAG2
chrXV	275232	277214	1982	+	LAG2
chrXV	277215	277360	145	NA	>LAG2_>YOL024W
chrXV	277361	277879	518	+	YOL024W
chrXV	277880	278330	450	NA	>YOL024W_>IFM1
chrXV	278331	280361	2030	+	IFM1
chrXV	280362	280546	184	NA	>IFM1_<YOL022C
chrXV	280547	281773	1226	-	YOL022C
chrXV	281774	282438	664	NA	<YOL022C_>tG(GCC)O2
chrXV	282439	282509	70	+	tG(GCC)O2
chrXV	282510	282695	185	NA	>tG(GCC)O2_<DIS3
chrXV	282696	285701	3005	-	DIS3
chrXV	285702	286446	744	NA	<DIS3_>TAT2
chrXV	286447	288225	1778	+	TAT2
chrXV	288226	288466	240	NA	>TAT2_>tY(GUA)O
chrXV	288467	288506	75	+	tY(GUA)O
chrXV	288507	288518	11	NA	>tY(GUA)O_intron_>tY(GUA)O
chrXV	288519	288555	75	+	tY(GUA)O
chrXV	288556	289172	616	NA	>tY(GUA)O_>YOL019W
chrXV	289173	290828	1655	+	YOL019W
chrXV	290829	291155	326	NA	>YOL019W_<TLG2
chrXV	291156	292349	1193	-	TLG2
chrXV	292350	292803	453	NA	<TLG2_>ESC8
chrXV	292804	294948	2144	+	ESC8
chrXV	294949	295051	102	NA	>ESC8_<CMK2
chrXV	295052	296395	1343	-	CMK2
chrXV	296396	297352	956	NA	<CMK2_>YOL015W
chrXV	297353	299113	1760	+	YOL015W
chrXV	299114	299967	853	NA	>YOL015W_>YOL014W
chrXV	299968	300342	374	+	YOL014W
chrXV	300343	301371	1028	NA	>YOL014W_>tP(UGG)O1
chrXV	301372	301408	72	+	tP(UGG)O1
chrXV	301409	301436	27	NA	>tP(UGG)O1_intron_>tP(UGG)O1
chrXV	301437	301473	72	+	tP(UGG)O1
chrXV	301474	301654	180	NA	>tP(UGG)O1_<HRD1
chrXV	301655	303310	1655	-	HRD1
chrXV	303311	303853	542	NA	<HRD1_<HTZ1
chrXV	303854	304258	404	-	HTZ1
chrXV	304259	305623	1364	NA	<HTZ1_>PLB3
chrXV	305624	307684	2060	+	PLB3
chrXV	307685	308212	527	NA	>PLB3_>RCL1
chrXV	308213	309316	1103	+	RCL1
chrXV	309317	309598	281	NA	>RCL1_<MDM12
chrXV	309599	310414	815	-	MDM12
chrXV	310415	310586	171	NA	<MDM12_>COQ10
chrXV	310587	311210	623	+	COQ10
chrXV	311211	311616	405	NA	>COQ10_<CSI2
chrXV	311617	312642	1025	-	CSI2
chrXV	312643	313352	709	NA	<CSI2_<TOP1
chrXV	313353	315662	2309	-	TOP1
chrXV	315663	316087	424	NA	<TOP1_<RPB11
chrXV	316088	316450	362	-	RPB11
chrXV	316451	317212	761	NA	<RPB11_>SIN3
chrXV	317213	321823	4610	+	SIN3
chrXV	321824	322132	308	NA	>SIN3_<PFA4
chrXV	322133	323269	1136	-	PFA4
chrXV	323270	323685	415	NA	<PFA4_<IZH2
chrXV	323686	324669	983	-	IZH2
chrXV	324670	325523	853	NA	<IZH2_>PHO80
chrXV	325524	326405	881	+	PHO80
chrXV	326406	327106	700	NA	>PHO80_>RRP6
chrXV	327107	329308	2201	+	RRP6
chrXV	329309	329691	382	NA	>RRP6_>ALG6
chrXV	329692	331326	1634	+	ALG6
chrXV	331327	331729	402	NA	>ALG6_>YSP3
chrXV	331730	333166	1436	+	YSP3
chrXV	333167	333866	699	NA	>YSP3_>UTP23
chrXV	333867	334631	764	+	UTP23
chrXV	334632	334783	151	NA	>UTP23_<DNL4
chrXV	334784	337618	2834	-	DNL4
chrXV	337619	337954	335	NA	<DNL4_<YOR006C
chrXV	337955	338896	941	-	YOR006C
chrXV	338897	339212	315	NA	<YOR006C_<SGT2
chrXV	339213	340253	1040	-	SGT2
chrXV	340254	340573	319	NA	<SGT2_<tR(ACG)O
chrXV	340574	340646	72	-	tR(ACG)O
chrXV	340647	341552	905	NA	<tR(ACG)O_<SLG1
chrXV	341553	342689	1136	-	SLG1
chrXV	342690	344609	1919	NA	<SLG1_>TIR4
chrXV	344610	346073	1463	+	TIR4
chrXV	346074	346469	395	NA	>TIR4_<TIR2
chrXV	346470	347225	755	-	TIR2
chrXV	347226	349954	2728	NA	<TIR2_>AUS1
chrXV	349955	354139	4184	+	AUS1
chrXV	354140	354316	176	NA	>AUS1_<tT(AGU)O2
chrXV	354317	354389	72	-	tT(AGU)O2
chrXV	354390	356818	2428	NA	<tT(AGU)O2_>YOR012W
chrXV	356819	357497	678	+	YOR012W
chrXV	357498	357949	451	NA	>YOR012W_>RTS1
chrXV	357950	360223	2273	+	RTS1
chrXV	360224	360736	512	NA	>RTS1_<ERP4
chrXV	360737	361360	623	-	ERP4
chrXV	361361	361687	326	NA	<ERP4_>PET127
chrXV	361688	364090	2402	+	PET127
chrXV	364091	364644	553	NA	>PET127_>ROD1
chrXV	364645	367158	2513	+	ROD1
chrXV	367159	368402	1243	NA	>ROD1_>YOR019W
chrXV	368403	370595	2192	+	YOR019W
chrXV	370596	370799	203	NA	>YOR019W_<HSP10
chrXV	370800	371120	320	-	HSP10
chrXV	371121	371960	839	NA	<HSP10_>YOR020W-A
chrXV	371961	372233	272	+	YOR020W-A
chrXV	372234	373073	839	NA	>YOR020W-A_<YOR021C
chrXV	373074	373715	641	-	YOR021C
chrXV	373716	373985	269	NA	<YOR021C_<YOR022C
chrXV	373986	376133	2147	-	YOR022C
chrXV	376134	376287	153	NA	<YOR022C_<AHC1
chrXV	376288	377988	1700	-	AHC1
chrXV	377989	378494	505	NA	<AHC1_>HST3
chrXV	378495	379838	1343	+	HST3
chrXV	379839	380056	217	NA	>HST3_>BUB3
chrXV	380057	381082	1025	+	BUB3
chrXV	381083	381328	245	NA	>BUB3_>STI1
chrXV	381329	383098	1769	+	STI1
chrXV	383099	383808	709	NA	>STI1_<CIN5
chrXV	383809	384696	887	-	CIN5
chrXV	384697	387100	2403	NA	<CIN5_>DFG16
chrXV	387101	388960	1859	+	DFG16
chrXV	388961	389488	527	NA	>DFG16_>CRS5
chrXV	389489	389698	209	+	CRS5
chrXV	389699	390046	347	NA	>CRS5_<HMS1
chrXV	390047	391351	1304	-	HMS1
chrXV	391352	392691	1339	NA	<HMS1_<EXO1
chrXV	392692	394800	2108	-	EXO1
chrXV	394801	395112	311	NA	<EXO1_<AKR2
chrXV	395113	397362	2249	-	AKR2
chrXV	397363	398010	647	NA	<AKR2_<SHE4
chrXV	398011	400380	2369	-	SHE4
chrXV	400381	400623	242	NA	<SHE4_>PEP12
chrXV	400624	401490	866	+	PEP12
chrXV	401491	401716	225	NA	>PEP12_>CYC2
chrXV	401717	402931	1214	+	CYC2
chrXV	402932	403036	104	NA	>CYC2_<HIR2
chrXV	403037	405664	2627	-	HIR2
chrXV	405665	406043	378	NA	<HIR2_>CKB2
chrXV	406044	406820	776	+	CKB2
chrXV	406821	407339	518	NA	>CKB2_>GLO4
chrXV	407340	408197	857	+	GLO4
chrXV	408198	408700	502	NA	>GLO4_>CUE5
chrXV	408701	409936	1235	+	CUE5
chrXV	409937	411145	1208	NA	>CUE5_>WHI2
chrXV	411146	412606	1460	+	WHI2
chrXV	412607	413282	675	NA	>WHI2_>YOR044W
chrXV	413283	413756	473	+	YOR044W
chrXV	413757	414127	370	NA	>YOR044W_>TOM6
chrXV	414128	414313	185	+	TOM6
chrXV	414314	414734	420	NA	>TOM6_<DBP5
chrXV	414735	416183	1448	-	DBP5
chrXV	416184	416622	438	NA	<DBP5_<STD1
chrXV	416623	417957	1334	-	STD1
chrXV	417958	418905	947	NA	<STD1_<RAT1
chrXV	418906	421926	3020	-	RAT1
chrXV	421927	422943	1016	NA	<RAT1_<RSB1
chrXV	422944	424092	1148	-	RSB1
chrXV	424093	425121	1028	NA	<RSB1_<YOR051C
chrXV	425122	426360	1238	-	YOR051C
chrXV	426361	427047	686	NA	<YOR051C_<YOR052C
chrXV	427048	427500	452	-	YOR052C
chrXV	427501	428108	607	NA	<YOR052C_<VHS3
chrXV	428109	430133	2024	-	VHS3
chrXV	430134	430572	438	NA	<VHS3_<NOB1
chrXV	430573	431952	1379	-	NOB1
chrXV	431953	432511	558	NA	<NOB1_>SGT1
chrXV	432512	433699	1187	+	SGT1
chrXV	433700	434013	313	NA	>SGT1_<ASE1
chrXV	434014	436671	2657	-	ASE1
chrXV	436672	438968	2296	NA	<ASE1_>tK(UUU)O
chrXV	438969	439006	783	+	tK(UUU)O
chrXV	439007	439027	20	NA	>tK(UUU)O_intron_>tK(UUU)O
chrXV	439028	439064	73	+	tK(UUU)O
chrXV	439065	439231	166	NA	>tK(UUU)O_<YOR059C
chrXV	439232	440584	1352	-	YOR059C
chrXV	440585	440715	130	NA	<YOR059C_<YOR060C
chrXV	440716	441489	773	-	YOR060C
chrXV	441490	441859	369	NA	<YOR060C_>CKA2
chrXV	441860	442879	1019	+	CKA2
chrXV	442880	443050	170	NA	>CKA2_<YOR062C
chrXV	443051	443857	806	-	YOR062C
chrXV	443858	445011	1153	NA	<YOR062C_>RPL3
chrXV	445012	446175	1163	+	RPL3
chrXV	446176	446404	228	NA	>RPL3_<YNG1
chrXV	446405	447064	659	-	YNG1
chrXV	447065	447764	699	NA	<YNG1_>CYT1
chrXV	447765	448694	929	+	CYT1
chrXV	448695	449810	1115	NA	>CYT1_>YOR066W
chrXV	449811	451700	1889	+	YOR066W
chrXV	451701	452103	402	NA	>YOR066W_<ALG8
chrXV	452104	453837	1733	-	ALG8
chrXV	453838	454142	304	NA	<ALG8_>VPS5
chrXV	454143	456170	2027	+	VPS5
chrXV	456171	456281	110	NA	>VPS5_<GYP1
chrXV	456282	458195	1913	-	GYP1
chrXV	458196	459854	1658	NA	<GYP1_<THI71
chrXV	459855	461651	1796	-	THI71
chrXV	461652	464824	3172	NA	<THI71_>tP(UGG)O2
chrXV	464825	464861	72	+	tP(UGG)O2
chrXV	464862	464889	27	NA	>tP(UGG)O2_intron_>tP(UGG)O2
chrXV	464890	464926	72	+	tP(UGG)O2
chrXV	464927	465145	218	NA	>tP(UGG)O2_>SGO1
chrXV	465146	466918	1772	+	SGO1
chrXV	466919	467049	130	NA	>SGO1_<CDC21
chrXV	467050	467964	914	-	CDC21
chrXV	467965	468586	621	NA	<CDC21_>UFE1
chrXV	468587	469627	1040	+	UFE1
chrXV	469628	469859	231	NA	>UFE1_<SKI7
chrXV	469860	471698	1838	-	SKI7
chrXV	471699	472273	574	NA	<SKI7_>RTS2
chrXV	472274	472972	698	+	RTS2
chrXV	472973	473099	126	NA	>RTS2_>BUD21
chrXV	473100	473744	644	+	BUD21
chrXV	473745	473849	104	NA	>BUD21_<ATX2
chrXV	473850	474791	941	-	ATX2
chrXV	474792	474926	134	NA	<ATX2_>DIA2
chrXV	474927	477167	2240	+	DIA2
chrXV	477168	477313	145	NA	>DIA2_<TGL5
chrXV	477314	479563	2249	-	TGL5
chrXV	479564	479907	343	NA	<TGL5_>WHI5
chrXV	479908	480795	887	+	WHI5
chrXV	480796	480961	165	NA	>WHI5_>YOR084W
chrXV	480962	482125	1163	+	YOR084W
chrXV	482126	482407	281	NA	>YOR084W_>OST3
chrXV	482408	483460	1052	+	OST3
chrXV	483461	483593	132	NA	>OST3_<TCB1
chrXV	483594	487154	3560	-	TCB1
chrXV	487155	487813	658	NA	<TCB1_>tN(GUU)O2
chrXV	487814	487887	73	+	tN(GUU)O2
chrXV	487888	488081	193	NA	>tN(GUU)O2_>YVC1
chrXV	488082	490109	2027	+	YVC1
chrXV	490110	490570	460	NA	>YVC1_<VPS21
chrXV	490571	491203	632	-	VPS21
chrXV	491204	491497	293	NA	<VPS21_<PTC5
chrXV	491498	493216	1718	-	PTC5
chrXV	493217	493639	422	NA	<PTC5_>TMA46
chrXV	493640	494845	1205	+	TMA46
chrXV	494846	495501	655	NA	>TMA46_>ECM3
chrXV	495502	497343	1841	+	ECM3
chrXV	497344	497880	536	NA	>ECM3_<YOR093C
chrXV	497881	502827	4946	-	YOR093C
chrXV	502828	503169	341	NA	<YOR093C_>ARF3
chrXV	503170	503721	551	+	ARF3
chrXV	503722	503926	204	NA	>ARF3_<RKI1
chrXV	503927	504703	776	-	RKI1
chrXV	504704	506168	1464	NA	<RKI1_>RPS7A
chrXV	506169	506312	571	+	RPS7A
chrXV	506313	506713	400	NA	>RPS7A_intron_>RPS7A
chrXV	506714	507142	571	+	RPS7A
chrXV	507143	507352	209	NA	>RPS7A_<YOR097C
chrXV	507353	507880	527	-	YOR097C
chrXV	507881	508322	441	NA	<YOR097C_<NUP1
chrXV	508323	511553	3230	-	NUP1
chrXV	511554	512199	645	NA	<NUP1_>KTR1
chrXV	512200	513381	1181	+	KTR1
chrXV	513382	513669	287	NA	>KTR1_<CRC1
chrXV	513670	514653	983	-	CRC1
chrXV	514654	515618	964	NA	<CRC1_>RAS1
chrXV	515619	516548	929	+	RAS1
chrXV	516549	516823	274	NA	>RAS1_<OST2
chrXV	516824	517225	401	-	OST2
chrXV	517226	518016	790	NA	<OST2_>PIN2
chrXV	518017	518865	848	+	PIN2
chrXV	518866	519495	629	NA	>PIN2_>VAM3
chrXV	519496	520347	851	+	VAM3
chrXV	520348	521727	1379	NA	>VAM3_>RGS2
chrXV	521728	522657	929	+	RGS2
chrXV	522658	523451	793	NA	>RGS2_>LEU9
chrXV	523452	525266	1814	+	LEU9
chrXV	525267	525702	435	NA	>LEU9_>INP53
chrXV	525703	529026	3323	+	INP53
chrXV	529027	529365	338	NA	>INP53_>TFC7
chrXV	529366	530673	1307	+	TFC7
chrXV	530674	530853	179	NA	>TFC7_>YOR111W
chrXV	530854	531552	698	+	YOR111W
chrXV	531553	531932	379	NA	>YOR111W_>CEX1
chrXV	531933	534218	2285	+	CEX1
chrXV	534219	534499	280	NA	>CEX1_>AZF1
chrXV	534500	537244	2744	+	AZF1
chrXV	537245	537994	749	NA	>AZF1_>YOR114W
chrXV	537995	538879	884	+	YOR114W
chrXV	538880	539083	203	NA	>YOR114W_<TRS33
chrXV	539084	539890	806	-	TRS33
chrXV	539891	540187	296	NA	<TRS33_<RPO31
chrXV	540188	544570	4382	-	RPO31
chrXV	544571	545453	882	NA	<RPO31_>RPT5
chrXV	545454	546758	1304	+	RPT5
chrXV	546759	547281	522	NA	>RPT5_>YOR118W
chrXV	547282	548985	1703	+	YOR118W
chrXV	548986	549216	230	NA	>YOR118W_<RIO1
chrXV	549217	550671	1454	-	RIO1
chrXV	550672	551538	866	NA	<RIO1_>GCY1
chrXV	551539	552477	938	+	GCY1
chrXV	552478	552722	244	NA	>GCY1_<PFY1
chrXV	552723	553091	368	-	PFY1
chrXV	553092	553600	508	NA	<PFY1_<LEO1
chrXV	553601	554995	1394	-	LEO1
chrXV	554996	555248	252	NA	<LEO1_<UBP2
chrXV	555249	559067	3818	-	UBP2
chrXV	559068	559454	386	NA	<UBP2_<CAT5
chrXV	559455	560273	818	-	CAT5
chrXV	560274	560385	111	NA	<CAT5_<IAH1
chrXV	560386	561102	716	-	IAH1
chrXV	561103	561595	492	NA	<IAH1_>RGA1
chrXV	561596	564619	3023	+	RGA1
chrXV	564620	564900	280	NA	>RGA1_<ADE2
chrXV	564901	566616	1715	-	ADE2
chrXV	566617	567301	684	NA	<ADE2_<YOR129C
chrXV	567302	569926	2624	-	YOR129C
chrXV	569927	570354	427	NA	<YOR129C_<ORT1
chrXV	570355	571233	878	-	ORT1
chrXV	571234	572383	1149	NA	<ORT1_>tD(GUC)O
chrXV	572384	572455	71	+	tD(GUC)O
chrXV	572456	572607	151	NA	>tD(GUC)O_<YOR131C
chrXV	572608	573264	656	-	YOR131C
chrXV	573265	573600	335	NA	<YOR131C_>VPS17
chrXV	573601	575256	1655	+	VPS17
chrXV	575257	575523	266	NA	>VPS17_>EFT1
chrXV	575524	578052	2528	+	EFT1
chrXV	578053	578989	936	NA	>EFT1_>BAG7
chrXV	578990	580219	1229	+	BAG7
chrXV	580220	580675	455	NA	>BAG7_>IDH2
chrXV	580676	581785	1109	+	IDH2
chrXV	581786	582237	451	NA	>IDH2_<SIA1
chrXV	582238	584106	1868	-	SIA1
chrXV	584107	584733	626	NA	<SIA1_<RUP1
chrXV	584734	586749	2015	-	RUP1
chrXV	586750	587405	655	NA	<RUP1_>SFL1
chrXV	587406	589706	2300	+	SFL1
chrXV	589707	590366	659	NA	>SFL1_<ARP8
chrXV	590367	593012	2645	-	ARP8
chrXV	593013	593481	468	NA	<ARP8_>LSC1
chrXV	593482	594471	989	+	LSC1
chrXV	594472	594778	306	NA	>LSC1_<tG(CCC)O
chrXV	594779	594850	71	-	tG(CCC)O
chrXV	594851	595536	685	NA	<tG(CCC)O_>unannotated
chrXV	595537	600805	5268	+	unannotated
chrXV	600806	601807	1001	NA	>unannotated_<THI80
chrXV	601808	602767	959	-	THI80
chrXV	602768	603141	373	NA	<THI80_<ELG1
chrXV	603142	605517	2375	-	ELG1
chrXV	605518	605771	253	NA	<ELG1_<PNO1
chrXV	605772	606596	824	-	PNO1
chrXV	606597	606938	341	NA	<PNO1_>MDM32
chrXV	606939	608900	1961	+	MDM32
chrXV	608901	609064	163	NA	>MDM32_<SPP2
chrXV	609065	609622	557	-	SPP2
chrXV	609623	610262	639	NA	<SPP2_<SMP3
chrXV	610263	611813	1550	-	SMP3
chrXV	611814	612423	609	NA	<SMP3_>MRPL23
chrXV	612424	612915	491	+	MRPL23
chrXV	612916	613421	505	NA	>MRPL23_<RPB2
chrXV	613422	617096	3674	-	RPB2
chrXV	617097	617942	845	NA	<RPB2_<YOR152C
chrXV	617943	618713	770	-	YOR152C
chrXV	618714	620264	1550	NA	<YOR152C_>PDR5
chrXV	620265	624800	4535	+	PDR5
chrXV	624801	625153	352	NA	>PDR5_>SLP1
chrXV	625154	626917	1763	+	SLP1
chrXV	626918	627052	134	NA	>SLP1_<ISN1
chrXV	627053	628405	1352	-	ISN1
chrXV	628406	628784	378	NA	<ISN1_<NFI1
chrXV	628785	630965	2180	-	NFI1
chrXV	630966	631390	424	NA	<NFI1_<PUP1
chrXV	631391	632176	785	-	PUP1
chrXV	632177	632588	411	NA	<PUP1_>PET123
chrXV	632589	633545	956	+	PET123
chrXV	633546	633706	160	NA	>PET123_<SME1
chrXV	633707	633991	284	-	SME1
chrXV	633992	634263	271	NA	<SME1_>MTR10
chrXV	634264	637182	2918	+	MTR10
chrXV	637183	637363	180	NA	>MTR10_<PNS1
chrXV	637364	638983	1619	-	PNS1
chrXV	638984	639984	1000	NA	<PNS1_<YRR1
chrXV	639985	642417	2432	-	YRR1
chrXV	642418	643165	747	NA	<YRR1_>DDP1
chrXV	643166	643732	566	+	DDP1
chrXV	643733	643818	85	NA	>DDP1_<YOR164C
chrXV	643819	644757	938	-	YOR164C
chrXV	644758	644990	232	NA	<YOR164C_>SEY1
chrXV	644991	647321	2330	+	SEY1
chrXV	647322	647550	228	NA	>SEY1_<YOR166C
chrXV	647551	648927	1376	-	YOR166C
chrXV	648928	649228	300	NA	<YOR166C_<RPS28A
chrXV	649229	649432	203	-	RPS28A
chrXV	649433	649727	294	NA	<RPS28A_>GLN4
chrXV	649728	652157	2429	+	GLN4
chrXV	652158	652434	276	NA	>GLN4_<LCB4
chrXV	652435	654309	1874	-	LCB4
chrXV	654310	654634	324	NA	<LCB4_>YRM1
chrXV	654635	656995	2360	+	YRM1
chrXV	656996	657556	560	NA	>YRM1_>DCS2
chrXV	657557	658750	1193	+	DCS2
chrXV	658751	659171	420	NA	>DCS2_>MED4
chrXV	659172	660026	854	+	MED4
chrXV	660027	660239	212	NA	>MED4_<ALE1
chrXV	660240	662099	1859	-	ALE1
chrXV	662100	662825	725	NA	<ALE1_>HEM15
chrXV	662826	664007	1181	+	HEM15
chrXV	664008	664236	228	NA	>HEM15_<tV(AAC)O
chrXV	664237	664310	73	-	tV(AAC)O
chrXV	664311	666209	1898	NA	<tV(AAC)O_<MPC54
chrXV	666210	667604	1394	-	MPC54
chrXV	667605	668283	678	NA	<MPC54_<GAC1
chrXV	668284	670665	2381	-	GAC1
chrXV	670666	672598	1932	NA	<GAC1_<SYC1
chrXV	672599	673165	566	-	SYC1
chrXV	673166	675105	1939	NA	<SYC1_<DCI1
chrXV	675106	675921	815	-	DCI1
chrXV	675922	676693	771	NA	<DCI1_>LAS17
chrXV	676694	678595	1901	+	LAS17
chrXV	678596	678945	349	NA	>LAS17_<RPS30B
chrXV	678946	679134	188	-	RPS30B
chrXV	679135	680111	976	NA	<RPS30B_>SER1
chrXV	680112	681299	1187	+	SER1
chrXV	681300	682198	898	NA	>SER1_<GSP2
chrXV	682199	682861	662	-	GSP2
chrXV	682862	683865	1003	NA	<GSP2_>YOR186W
chrXV	683866	684300	434	+	YOR186W
chrXV	684301	684784	483	NA	>YOR186W_>TUF1
chrXV	684785	686098	1313	+	TUF1
chrXV	686099	686521	422	NA	>TUF1_>MSB1
chrXV	686522	689935	3413	+	MSB1
chrXV	689936	690378	442	NA	>MSB1_>IES4
chrXV	690379	690729	350	+	IES4
chrXV	690730	691449	719	NA	>IES4_>SPR1
chrXV	691450	692787	1337	+	SPR1
chrXV	692788	693229	441	NA	>SPR1_>RIS1
chrXV	693230	698089	4859	+	RIS1
chrXV	698090	699522	1432	NA	>RIS1_<THI72
chrXV	699523	701322	1799	-	THI72
chrXV	701323	705173	3850	NA	<THI72_<unannotated
chrXV	705174	709214	4040	-	unannotated
chrXV	709215	710955	1740	NA	<unannotated_>tM(CAU)O1
chrXV	710956	711027	71	+	tM(CAU)O1
chrXV	711028	711200	172	NA	>tM(CAU)O1_>PEX27
chrXV	711201	712331	1130	+	PEX27
chrXV	712332	712437	105	NA	>PEX27_<TOA1
chrXV	712438	713298	860	-	TOA1
chrXV	713299	713620	321	NA	<TOA1_>SLK19
chrXV	713621	716086	2465	+	SLK19
chrXV	716087	716347	260	NA	>SLK19_<LIP5
chrXV	716348	717592	1244	-	LIP5
chrXV	717593	717777	184	NA	<LIP5_>MCA1
chrXV	717778	719139	1361	+	MCA1
chrXV	719140	719407	267	NA	>MCA1_<BFR1
chrXV	719408	720820	1412	-	BFR1
chrXV	720821	721224	403	NA	<BFR1_<MRM1
chrXV	721225	722463	1238	-	MRM1
chrXV	722464	722700	236	NA	<MRM1_>HIS3
chrXV	722701	723363	662	+	HIS3
chrXV	723364	723665	301	NA	>HIS3_>DED1
chrXV	723666	725480	1814	+	DED1
chrXV	725481	726318	837	NA	>DED1_<YOR205C
chrXV	726319	727989	1670	-	YOR205C
chrXV	727990	728266	276	NA	<YOR205C_>NOC2
chrXV	728267	730399	2132	+	NOC2
chrXV	730400	730762	362	NA	>NOC2_<RET1
chrXV	730763	734212	3449	-	RET1
chrXV	734213	734679	466	NA	<RET1_>PTP2
chrXV	734680	736932	2252	+	PTP2
chrXV	736933	737191	258	NA	>PTP2_<NPT1
chrXV	737192	738481	1289	-	NPT1
chrXV	738482	739074	592	NA	<NPT1_>RPB10
chrXV	739075	739287	212	+	RPB10
chrXV	739288	739678	390	NA	>RPB10_<MGM1
chrXV	739679	742387	2708	-	MGM1
chrXV	742388	743664	1276	NA	<MGM1_>STE4
chrXV	743665	744936	1271	+	STE4
chrXV	744937	745379	442	NA	>STE4_<SAS5
chrXV	745380	746024	644	-	SAS5
chrXV	746025	746347	322	NA	<SAS5_<YOR214C
chrXV	746348	747058	710	-	YOR214C
chrXV	747059	747479	420	NA	<YOR214C_<YOR215C
chrXV	747480	748037	557	-	YOR215C
chrXV	748038	748279	241	NA	<YOR215C_<RUD3
chrXV	748280	749734	1454	-	RUD3
chrXV	749735	750055	320	NA	<RUD3_>RFC1
chrXV	750056	752641	2585	+	RFC1
chrXV	752642	752968	326	NA	>RFC1_<STE13
chrXV	752969	755764	2795	-	STE13
chrXV	755765	756082	317	NA	<STE13_>YOR220W
chrXV	756083	756880	797	+	YOR220W
chrXV	756881	757230	349	NA	>YOR220W_<MCT1
chrXV	757231	758313	1082	-	MCT1
chrXV	758314	759084	770	NA	<MCT1_>ODC2
chrXV	759085	760008	923	+	ODC2
chrXV	760009	760536	527	NA	>ODC2_>YOR223W
chrXV	760537	761415	878	+	YOR223W
chrXV	761416	761579	163	NA	>YOR223W_<RPB8
chrXV	761580	762020	440	-	RPB8
chrXV	762021	762368	347	NA	<RPB8_<ISU2
chrXV	762369	762839	470	-	ISU2
chrXV	762840	763579	739	NA	<ISU2_>YOR227W
chrXV	763580	767320	3740	+	YOR227W
chrXV	767321	767623	302	NA	>YOR227W_<YOR228C
chrXV	767624	768532	908	-	YOR228C
chrXV	768533	769503	970	NA	<YOR228C_>WTM1
chrXV	769504	770907	1403	+	WTM1
chrXV	770908	771893	985	NA	>WTM1_>WTM2
chrXV	771894	773207	1313	+	WTM2
chrXV	773208	773694	486	NA	>WTM2_>MKK1
chrXV	773695	775221	1526	+	MKK1
chrXV	775222	775666	444	NA	>MKK1_>MGE1
chrXV	775667	776353	686	+	MGE1
chrXV	776354	776939	585	NA	>MGE1_>KIN4
chrXV	776940	779342	2402	+	KIN4
chrXV	779343	779648	305	NA	>KIN4_<RPL33B
chrXV	779649	779954	305	-	RPL33B
chrXV	779955	781999	2044	NA	<RPL33B_>DFR1
chrXV	782000	782635	635	+	DFR1
chrXV	782636	783087	451	NA	>DFR1_>HES1
chrXV	783088	784392	1304	+	HES1
chrXV	784393	784761	368	NA	>HES1_>YOR238W
chrXV	784762	785682	920	+	YOR238W
chrXV	785683	785950	267	NA	>YOR238W_>ABP140
chrXV	785951	787837	1886	+	ABP140
chrXV	787838	788087	249	NA	>ABP140_>MET7
chrXV	788088	789734	1646	+	MET7
chrXV	789735	789834	99	NA	>MET7_<SSP2
chrXV	789835	790950	1115	-	SSP2
chrXV	790951	791303	352	NA	<SSP2_<PUS7
chrXV	791304	793334	2030	-	PUS7
